REF,UNIDAD,MEDIDA,CANTIDAD
3435,FCO,Mililitro,120
7974,OFE,Mililitro,500
9803,FCO,Mililitro,500
8286,FCO,Mililitro,500
13688,OFE,Mililitro,730
7975,OFE,Mililitro,500
8290,FCO,Mililitro,500
11437,OFE,Mililitro,500
10749,FCO,Mililitro,500
11438,OFE,Gramo,500
13689,OFE,Mililitro,730
14971,FCO,Mililitro,500
15109,OFE,Mililitro,1000
14972,OFE,Mililitro,500
7976,OFE,Mililitro,1000
15686,OFE,Mililitro,700
9583,OFE,Mililitro,500
13702,OFE,Mililitro,730
21827,FCO,Mililitro,415
10966,FCO,Mililitro,415
20974,OFE,Gramo,830
18819,OFE,Mililitro,615
14764,OFE,Mililitro,550
10077,FCO,Mililitro,415
10076,FCO,Mililitro,415
15114,OFE,Mililitro,830
26306,OFE,Mililitro,830
15298,OFE,Mililitro,800
15299,OFE,Mililitro,800
16601,OFE,Mililitro,800
16306,OFE,Mililitro,800
15093,FCO,Mililitro,400
26681,UND,Mililitro,600
17580,FCO,Mililitro,750
20018,UND,Mililitro,600
20019,UND,Mililitro,600
13836,FCO,Mililitro,400
16885,UND,Gramo,1000
18043,UND,Gramo,500
25291,UND,Gramo,1000
25292,UND,Gramo,750
16785,UND,Gramo,480
10220,UND,Gramo,500
3154,UND,Gramo,250
3153,UND,Gramo,500
19250,UND,Gramo,850
17823,UND,Gramo,900
4429,UND,Gramo,500
18519,UND,Gramo,750
2842,UND,Gramo,500
10683,UND,Gramo,1200
18522,UND,Gramo,750
24115,OFE,Gramo,1050
24382,UND,Gramo,400
15781,UND,Gramo,900
19899,PAQ,Gramo,300
18518,UND,Gramo,250
23607,UND,Gramo,250
23605,UND,Gramo,500
18520,UND,Gramo,225
18521,UND,Gramo,450
8002,OFE,Gramo,450
6002,CJA,Gramo,10
1115,CJA,Gramo,15
6811,CJA,Gramo,120
6977,CJA,Gramo,120
23066,CJA,Gramo,100
27354,CJA,Gramo,50
6738,FCO,Gramo,60
7365,FCO,Mililitro,200
5868,CJA,Gramo,40
6162,UND,Gramo,450
9534,CJA,Gramo,10
9853,CJA,Gramo,10
7938,CJA,Gramo,4
25644,PAQ,Gramo,1000
18936,PAQ,Gramo,500
16017,BOT,Mililitro,275
17615,FCO,Mililitro,750
15490,UND,Mililitro,250
11031,BOT,Mililitro,355
13242,UND,Mililitro,350
2764,TAR,Gramo,300
27497,UND,Mililitro,400
21262,BOT,Mililitro,1500
22129,BOT,Mililitro,300
3139,UND,Gramo,500
7694,FCO,Mililitro,750
9758,FCO,Mililitro,1900
7904,UND,Mililitro,1900
7880,UND,Mililitro,850
6675,UND,Gramo,180
6467,FCO,Mililitro,1900
8487,UND,Mililitro,450
4568,FCO,Mililitro,500
6258,OFE,Mililitro,900
6259,OFE,Mililitro,1700
6431,FCO,Mililitro,850
20143,UND,Mililitro,1000
9941,UND,Mililitro,500
7084,FCO,Mililitro,60
6091,UND,Gramo,24
1966,UND,Gramo,25
4876,UND,Gramo,25
4878,UND,Gramo,25
4877,UND,Gramo,25
4879,UND,Gramo,25
4901,UND,Gramo,25
13646,OFE,Gramo,240
14641,UND,Gramo,320
15375,PAQ,Mililitro,80
15374,PAQ,Gramo,80
13901,UND,Gramo,80
13903,UND,Mililitro,86
13902,UND,Mililitro,86
27492,UND,Gramo,69
27491,UND,Gramo,72
19033,UND,Gramo,120
3998,UND,Gramo,125
9680,UND,Gramo,120
12213,UND,Gramo,120
12835,OFE,Gramo,360
7919,OFE,Gramo,270
3999,UND,Gramo,125
21499,UND,Gramo,45
4529,UND,Gramo,100
21118,SBS,Gramo,45
19364,UND,Gramo,70
18087,UND,Gramo,85
18697,PAQ,Gramo,85
18085,UND,Gramo,85
18089,UND,Gramo,85
18838,PAQ,Gramo,85
16722,UND,Gramo,65
3112,UND,Gramo,143
3695,FCO,Mililitro,120
19989,BSA,Gramo,200
10903,UND,Gramo,200
4339,UND,Gramo,250
12602,UND,Gramo,200
12878,BSA,Gramo,750
7958,FCO,Gramo,240
18032,UND,Mililitro,500
6378,UND,Gramo,500
12551,CJA,Mililitro,1000
13682,CJA,Mililitro,1000
17277,UND,Gramo,200
9434,BSA,Gramo,200
1145,UND,Gramo,200
1144,UND,Gramo,200
9291,BSA,Mililitro,200
6911,BSA,Gramo,200
6793,BSA,Gramo,400
5974,TAR,Gramo,400
7723,TAR,Gramo,400
7927,BSA,Gramo,400
23037,FCO,Mililitro,355
20299,FCO,Mililitro,240
21498,UND,Mililitro,269
6368,CJA,Gramo,500
8029,CJA,Gramo,40
20199,BOT,Mililitro,1000
20201,BOT,Mililitro,250
20073,UND,Mililitro,269
7941,FCO,Gramo,500
15878,FCO,Mililitro,75
19076,FCO,Mililitro,55
19077,FCO,Mililitro,55
19078,FCO,Mililitro,55
18685,CJA,Mililitro,25
18686,CJA,Gramo,160
3436,FCO,Mililitro,60
15172,FCO,Mililitro,500
14863,FCO,Mililitro,1500
8579,BOT,Mililitro,3000
21489,UND,Mililitro,400
10925,FCO,Mililitro,500
11753,FCO,Mililitro,500
13520,OFE,Mililitro,1000
20627,UND,Gramo,200
19756,FCO,Gramo,280
10928,UND,Gramo,40
5958,FCO,Gramo,200
7844,6UN,Mililitro,6600
7845,6UN,Mililitro,900
6574,FCO,Mililitro,200
23070,FCO,Mililitro,400
10801,OFE,Mililitro,1940
2406,UND,Mililitro,2500
22795,2UN,Mililitro,5000
22856,UND,Mililitro,900
3052,UND,Gramo,100
24227,UND,Mililitro,1400
24480,UND,Mililitro,1400
2419,UND,Gramo,100
22855,UND,Mililitro,800
20471,OFE,Mililitro,1800
26708,UND,Mililitro,1800
26707,2UN,Mililitro,5000
25507,FCO,Mililitro,4000
26660,FCO,Mililitro,4000
15086,UND,Mililitro,2500
22796,2UN,Mililitro,5000
18724,FCO,Mililitro,900
18723,FCO,Mililitro,900
17527,OFE,Mililitro,1800
20472,OFE,Mililitro,1800
20376,FCO,Mililitro,2500
14949,OFE,Mililitro,1940
14304,FCO,Mililitro,2600
13804,OFE,Mililitro,1800
20574,UND,Mililitro,2500
17666,FCO,Mililitro,5000
10799,FCO,Mililitro,1650
10913,FCO,Mililitro,2600
10800,FCO,Mililitro,900
26630,FCO,Mililitro,4000
21236,BSA,Mililitro,900
12196,FCO,Mililitro,1500
24096,UND,Mililitro,4000
20719,UND,Mililitro,1500
9033,UND,Mililitro,1000
19171,UND,Mililitro,4000
26887,UND,Mililitro,1600
25437,UND,Mililitro,1000
27382,UND,Mililitro,1800
16634,FCO,Mililitro,1000
17531,FCO,Mililitro,3000
18074,FCO,Mililitro,2000
18100,FCO,Mililitro,2000
18773,FCO,Mililitro,970
11361,UND,Mililitro,500
10515,FCO,Mililitro,1500
11189,OFE,Mililitro,2000
21972,FCO,Mililitro,2000
19263,FCO,Mililitro,1000
6794,FCO,Mililitro,800
26175,UND,Mililitro,1800
24197,FCO,Mililitro,4000
23195,UND,Mililitro,800
25275,UND,Mililitro,1500
23820,FCO,Mililitro,1000
26930,UND,Gramo,430
13503,FCO,Mililitro,800
4982,UND,Mililitro,850
4740,UND,Gramo,1900
20150,BSA,Mililitro,400
3420,UND,Mililitro,1000
7841,FCO,Mililitro,180
3422,UND,Mililitro,1900
3421,UND,Mililitro,1000
22793,2UN,Mililitro,2000
22864,2UN,Mililitro,5600
10417,UND,Gramo,500
6838,FCO,Mililitro,3000
14442,UND,Mililitro,360
3423,UND,Mililitro,500
4068,UND,Mililitro,5000
10674,FCO,Mililitro,5000
15272,UND,Mililitro,430
15273,OFE,Mililitro,1600
5510,UND,Mililitro,450
3568,FCO,Mililitro,180
3569,FCO,Mililitro,360
17273,BSA,Mililitro,250
6680,FCO,Gramo,100
8571,TBO,Gramo,30
20024,UND,Gramo,125
4842,UND,Gramo,250
20025,UND,Gramo,500
7565,SBS,Gramo,100
7254,FCO,Mililitro,120
10094,FCO,Mililitro,125
9849,FCO,Gramo,60
2837,UND,Gramo,3
23577,OFE,Gramo,3
19635,OFE,Gramo,6
21992,OFE,Gramo,8
23583,UND,Gramo,5
26745,UND,Gramo,60
7446,FCO,Mililitro,120
7080,FCO,Mililitro,120
27252,UND,Mililitro,80
16981,UND,Gramo,225
3117,UND,Gramo,240
11395,UND,Gramo,350
2609,TAR,Gramo,400
2610,TAR,Gramo,400
5986,FCO,Mililitro,160
7256,UND,Mililitro,1
6987,CJA,Gramo,25
11770,CJA,Gramo,150
26357,UND,Mililitro,160
26688,UND,Gramo,200
12175,FCO,Mililitro,500
13852,FCO,Mililitro,340
4394,FCO,Mililitro,355
8062,FCO,Mililitro,10
11828,UND,Gramo,300
12377,CJA,Gramo,300
11895,FCO,Mililitro,60
21599,FCO,Gramo,142
6069,FCO,Mililitro,100
19571,OFE,Gramo,320
5251,UND,Mililitro,180
5357,UND,Mililitro,180
5613,OFE,Mililitro,180
18483,FCO,Mililitro,260
7981,OFE,Mililitro,260
7884,FCO,Mililitro,260
6342,UND,Mililitro,260
7980,OFE,Mililitro,260
7701,UND,Mililitro,260
15693,FCO,Mililitro,150
11793,OFE,Gramo,360
11707,FCO,Mililitro,180
5252,UND,Mililitro,180
5276,UND,Mililitro,180
10347,OFE,Mililitro,260
10348,OFE,Mililitro,260
7979,OFE,Mililitro,260
10349,OFE,Mililitro,260
11081,FCO,Mililitro,260
13955,FCO,Mililitro,260
13956,FCO,Mililitro,260
10064,OFE,Gramo,520
12024,OFE,Mililitro,600
10374,OFE,Mililitro,600
13570,OFE,Mililitro,300
3296,FCO,Gramo,100
3297,FCO,Gramo,200
3295,OFE,Gramo,200
3298,FCO,Gramo,60
4495,FCO,Gramo,100
2866,FCO,Gramo,100
2865,FCO,Gramo,200
2867,FCO,Gramo,200
3886,OFE,Gramo,200
5265,UND,Gramo,400
2868,FCO,Gramo,400
14424,OFE,Gramo,180
15080,OFE,Mililitro,500
14426,OFE,Gramo,420
19212,OFE,Mililitro,260
19211,OFE,Mililitro,260
19618,UND,Gramo,260
19619,UND,Gramo,260
10025,OFE,Gramo,385
17572,UND,Gramo,150
13236,FCO,Gramo,150
14963,OFE,Gramo,170
10294,FCO,Mililitro,180
14053,FCO,Mililitro,260
19617,UND,Gramo,260
13235,FCO,Mililitro,260
6079,UND,Mililitro,260
11083,OFE,Mililitro,260
18177,UND,Mililitro,260
14054,OFE,Mililitro,520
19130,FCO,Gramo,30
13237,FCO,Gramo,85
13791,OFE,Mililitro,300
3213,FCO,Gramo,150
3209,FCO,Gramo,150
10217,FCO,Mililitro,180
10218,FCO,Mililitro,180
4830,UND,Mililitro,260
10293,FCO,Mililitro,260
5584,OFE,Mililitro,260
8372,FCO,Mililitro,260
3210,FCO,Gramo,300
3211,OFE,Gramo,300
8373,FCO,Mililitro,30
7814,FCO,Mililitro,50
7782,UND,Mililitro,50
3212,FCO,Gramo,85
3214,FCO,Gramo,85
6791,OFE,Gramo,85
2976,FCO,Gramo,100
15062,OFE,Mililitro,140
2977,FCO,Gramo,200
23259,FCO,Gramo,230
2978,FCO,Gramo,40
23261,FCO,Gramo,50
10400,OFE,Gramo,150
18488,OFE,Mililitro,150
6427,FCO,Gramo,200
6764,OFE,Gramo,250
8531,OFE,Gramo,200
6872,UND,Gramo,50
8532,UND,Gramo,50
2618,FCO,Gramo,60
14565,OFE,Mililitro,240
8326,UND,Gramo,300
8327,UND,Gramo,90
20418,UND,Gramo,90
11527,OFE,Gramo,180
2952,FCO,Gramo,100
3257,OFE,Gramo,120
3259,OFE,Gramo,120
26365,OFE,Gramo,210
8082,UND,Mililitro,175
14400,OFE,Mililitro,350
8083,UND,Mililitro,175
17135,FCO,Mililitro,175
5310,UND,Mililitro,175
15255,OFE,Mililitro,350
8084,UND,Mililitro,175
9846,OFE,Mililitro,240
9845,OFE,Mililitro,240
8229,FCO,Mililitro,240
11483,OFE,Mililitro,415
8228,FCO,Mililitro,240
5446,UND,Mililitro,240
17134,FCO,Mililitro,260
17136,FCO,Mililitro,260
4506,OFE,Gramo,300
3260,OFE,Gramo,300
10802,OFE,Gramo,390
3258,FCO,Gramo,60
7662,FCO,Mililitro,150
26729,FCO,Gramo,200
8631,FCO,Mililitro,5
176,KLS,Gramo,1000
6601,CJA,Gramo,94
8873,UND,Mililitro,1000
19216,FCO,Mililitro,30
18783,FCO,Mililitro,591
18602,FCO,Mililitro,591
12438,UND,Gramo,140
21910,FCO,Mililitro,400
21267,OFE,Mililitro,2400
15171,FCO,Mililitro,400
12093,FCO,Mililitro,1200
15077,BOT,Mililitro,400
15204,BOT,Mililitro,400
27156,UND,Mililitro,1000
23782,6UN,Mililitro,1200
15269,FCO,Mililitro,400
3192,UND,Gramo,32
26816,OFE,Gramo,50
26813,OFE,Gramo,40
5568,UND,Gramo,40
19912,CJA,Gramo,20
4967,CJA,Gramo,32
4387,CJA,Gramo,32
5193,UND,Gramo,26
26815,OFE,Gramo,46
26814,OFE,Gramo,46
26812,OFE,Gramo,80
12784,UND,Gramo,300
5534,UND,Gramo,26
24824,UND,Gramo,300
24823,UND,Gramo,300
15801,PAQ,Mililitro,1500
7805,FCO,Mililitro,500
21890,FCO,Mililitro,1500
25713,FCO,Mililitro,1500
18136,UND,Gramo,20
7520,UND,Mililitro,300
19227,UND,Gramo,20
18135,UND,Gramo,20
9816,FCO,Mililitro,1500
14941,OFE,Mililitro,2000
20508,UND,Gramo,20
6086,UND,Mililitro,300
7990,UND,Mililitro,500
13521,OFE,Mililitro,1500
20702,OFE,Mililitro,1500
14804,OFE,Mililitro,1500
8078,UND,Mililitro,38
7893,UND,Gramo,30
12741,UND,Gramo,30
13048,UND,Gramo,360
13139,BSA,Gramo,360
10572,OFE,Gramo,900
13436,OFE,Gramo,900
7842,UND,Gramo,450
14222,UND,Gramo,900
14987,OFE,Gramo,1750
6311,UND,Gramo,450
14223,OFE,Gramo,900
14986,OFE,Gramo,1350
12905,BSA,Gramo,495
16163,BSA,Gramo,500
16164,BSA,Gramo,500
8027,UND,Gramo,30
16006,UND,Gramo,20
23799,SBS,Gramo,20
7967,UND,Gramo,30
25119,UND,Gramo,20
23650,UND,Gramo,218
23798,BSA,Gramo,218
23653,UND,Gramo,218
11976,OFE,Gramo,226
21203,UND,Gramo,25
20714,SBS,Gramo,25
19066,SBS,Gramo,25
17775,UND,Gramo,25
8026,UND,Gramo,324
15940,UND,Gramo,266
20084,UND,Gramo,266
7894,OFE,Gramo,266
21202,UND,Gramo,266
12042,UND,Gramo,266
10600,UND,Gramo,266
19065,UND,Gramo,266
12157,UND,Gramo,30
10489,UND,Gramo,40
12974,FCO,Mililitro,360
13619,BOT,Mililitro,400
17860,UND,Gramo,436
23138,BSA,Gramo,436
23796,BSA,Gramo,436
21346,BSA,Gramo,436
23797,BSA,Gramo,436
8368,FCO,Mililitro,360
7640,FCO,Mililitro,100
12339,TBO,Mililitro,100
13340,TBO,Gramo,150
5946,CJA,Gramo,50
22149,BOT,Mililitro,750
18167,FCO,Mililitro,750
17345,BOT,Mililitro,375
16110,BOT,Mililitro,700
7259,FCO,Mililitro,90
7216,FCO,Mililitro,90
27297,CJA,Mililitro,30
8054,UND,Mililitro,95
27357,CJA,Gramo,300
8496,CJA,Gramo,10
26237,UND,Mililitro,30
26236,UND,Mililitro,60
26238,CJA,Mililitro,500
15361,UND,Mililitro,170
8614,FCO,Mililitro,5
3893,FCO,Gramo,15
6842,FCO,Mililitro,5
7681,CJA,Gramo,295
7081,CJA,Gramo,100
7768,CJA,Gramo,100
8094,CJA,Gramo,2
26747,UND,Gramo,140
26821,PAQ,Gramo,361
4493,FCO,Mililitro,5
26710,UND,Mililitro,5
7038,FCO,Mililitro,396
7036,FCO,Mililitro,5
16927,UND,Gramo,125
20872,UND,Gramo,150
22660,UND,Gramo,150
25955,UND,Gramo,225
22661,UND,Gramo,250
4096,UND,Gramo,250
22758,UND,Gramo,250
22757,UND,Gramo,125
23006,UND,Gramo,125
12855,PAQ,Gramo,200
26485,UND,Gramo,144
22974,TAR,Gramo,400
22924,KLS,Gramo,1000
4000,UND,Gramo,20
7544,FCO,Gramo,28
26313,UND,Mililitro,180
6736,UND,Gramo,18
5855,FCO,Gramo,10
12209,UND,Gramo,450
12189,UND,Gramo,600
21147,CJA,Gramo,380
12406,UND,Gramo,1000
11446,UND,Gramo,500
2816,UND,Gramo,500
3122,UND,Gramo,1360
13696,UND,Gramo,900
4046,UND,Gramo,1360
12404,UND,Gramo,1000
12405,UND,Gramo,1000
21901,UND,Gramo,240
20988,UND,Gramo,250
20989,UND,Gramo,360
20990,UND,Gramo,450
25005,UND,Gramo,450
23021,UND,Gramo,700
21146,UND,Gramo,450
22028,UND,Gramo,500
4351,UND,Gramo,360
24695,PAQ,Gramo,180
22029,PAQ,Gramo,180
26310,UND,Gramo,240
19100,PAQ,Gramo,250
22030,UND,Gramo,250
14573,PAQ,Gramo,816
25560,UND,Gramo,240
25561,UND,Gramo,240
25559,UND,Gramo,300
15794,UND,Gramo,1140
10326,UND,Gramo,180
25574,UND,Gramo,210
25604,UND,Gramo,300
10468,OFE,Gramo,391
25761,UND,Gramo,225
5858,PAQ,Gramo,243
18643,PAQ,Gramo,100
18640,PAQ,Gramo,300
26221,UND,Gramo,300
20295,PAQ,Gramo,180
7329,CJA,Gramo,208
21342,BSA,Gramo,300
5067,PAQ,Gramo,162
12718,PAQ,Gramo,388
8347,PAQ,Gramo,2569
18826,CJA,Gramo,144
4320,UND,Gramo,144
26632,CJA,Gramo,120
18646,PAQ,Gramo,40
12036,OFE,Gramo,526
11746,UND,Gramo,23
11745,UND,Gramo,23
10318,OFE,Gramo,526
18647,PAQ,Gramo,35
11744,UND,Gramo,23
18642,PAQ,Gramo,300
18645,PAQ,Gramo,35
18641,PAQ,Gramo,300
25571,PAQ,Gramo,156
20475,PAQ,Gramo,168
16257,PAQ,Gramo,168
13160,UND,Gramo,140
26179,UND,Gramo,144
4392,BSA,Gramo,200
15263,PAQ,Gramo,190
5007,UND,Gramo,150
17109,UND,Gramo,190
19419,UND,Gramo,200
5008,PAQ,Gramo,120
2719,UND,Gramo,100
2718,UND,Gramo,300
4957,PAQ,Gramo,330
4181,UND,Gramo,340
4543,PAQ,Gramo,230
4283,UND,Gramo,280
6085,UND,Gramo,340
7799,FCO,Mililitro,240
7764,POT,Mililitro,300
19852,UND,Gramo,200
7418,CJA,Mililitro,20
7035,CJA,Gramo,325
3858,CJA,Gramo,50
26676,UND,Gramo,250
11825,UND,Gramo,320
3964,UND,Gramo,340
4295,UND,Gramo,360
4253,UND,Gramo,250
4074,UND,Gramo,500
4417,UND,Gramo,300
13032,FCO,Mililitro,270
13123,FCO,Mililitro,350
12606,UND,Mililitro,60
14061,POT,Gramo,300
11773,FCO,Mililitro,100
14060,FCO,Mililitro,100
23034,FCO,Mililitro,300
14034,UND,Mililitro,230
9290,FCO,Mililitro,350
13323,FCO,Mililitro,220
8439,FCO,Mililitro,350
9289,FCO,Mililitro,500
20121,SBS,Gramo,27
19926,POT,Gramo,300
11047,FCO,Mililitro,530
3556,UND,Mililitro,180
8397,FCO,Mililitro,150
7766,POT,Mililitro,300
7853,FCO,Mililitro,150
11085,FCO,Mililitro,15
10909,UND,Mililitro,45
8177,POT,Mililitro,300
7765,POT,Mililitro,300
7763,POT,Mililitro,300
17932,OFE,Mililitro,70
7910,FCO,Mililitro,150
9356,FCO,Mililitro,400
16022,UND,Gramo,400
16701,UND,Mililitro,400
7490,UND,Mililitro,450
6843,FCO,Mililitro,5
6389,TBO,Gramo,395
6949,UND,Mililitro,15
7507,UND,Gramo,395
1155,CJA,Gramo,50
6708,FCO,Mililitro,120
11826,FCO,Mililitro,118
11827,FCO,Mililitro,118
6971,FCO,Mililitro,236
20220,UND,Mililitro,236
25714,UND,Gramo,30
18990,UND,Gramo,30
19867,UND,Gramo,10
27251,UND,Mililitro,50
6545,FCO,Mililitro,30
7297,CJA,Gramo,200
6209,UND,Gramo,200
6279,CJA,Gramo,300
6914,FCO,Mililitro,120
8030,FCO,Mililitro,60
6301,FCO,Mililitro,60
6913,CJA,Gramo,800
6302,SBS,Gramo,800
6951,TBO,Gramo,20
27253,FCO,Mililitro,100
7059,UND,Gramo,125
5891,UND,Gramo,60
8839,UND,Gramo,55
21889,FCO,Mililitro,1500
21922,PAQ,Gramo,500
23850,KLS,Gramo,1000
18378,UND,Gramo,500
14177,UND,Gramo,750
7720,CJA,Gramo,750
7908,TBO,Gramo,40
10627,UND,Gramo,200
7909,FCO,Mililitro,120
1084,FCO,Mililitro,30
26265,FCO,Mililitro,120
6698,FCO,Mililitro,180
6768,CJA,Mililitro,150
9867,UND,Mililitro,120
3261,UND,Gramo,20
3262,UND,Gramo,10
3263,UND,Gramo,50
7097,TBO,Gramo,60
7304,CJA,Gramo,300
3341,UND,Mililitro,350
4763,UND,Mililitro,400
5089,BOT,Mililitro,600
7251,BLI,Mililitro,1200
12733,UND,Mililitro,10
12734,UND,Mililitro,10
20339,UND,Mililitro,269
26311,POT,Mililitro,180
27433,BSA,Gramo,3000
3859,UND,Mililitro,21
20001,PAQ,Mililitro,84
2577,BAR,Gramo,200
4461,BSA,Gramo,5000
18649,PAQ,Gramo,250
25928,UND,Mililitro,750
6,KLS,Gramo,1000
25822,UND,Gramo,200
2849,UND,Gramo,200
2848,UND,Gramo,150
11952,UND,Gramo,500
22776,PAQ,Mililitro,60
16975,UND,Mililitro,200
16244,FCO,Mililitro,835
21150,FCO,Mililitro,330
18908,FCO,Gramo,360
19283,TBO,Gramo,20
6415,CJA,Gramo,500
8058,CJA,Gramo,1
4869,FCO,Mililitro,60
27299,CJA,Gramo,80
5206,UND,Mililitro,1000
15985,UND,Gramo,100
20765,OFE,Mililitro,2600
13761,OFE,Mililitro,2600
21045,OFE,Mililitro,1920
15867,FCO,Mililitro,1800
7895,FCO,Mililitro,1800
8044,FCO,Mililitro,1800
10409,OFE,Mililitro,1800
11348,OFE,Mililitro,1800
21779,OFE,Mililitro,2600
15868,UND,Gramo,240
5654,UND,Gramo,210
22903,UND,Mililitro,240
5653,UND,Gramo,210
13879,FCO,Mililitro,250
10589,UND,Gramo,400
18615,OFE,Mililitro,800
17422,OFE,Mililitro,800
15320,OFE,Gramo,660
10324,OFE,Mililitro,410
6520,UND,Mililitro,900
5249,UND,Mililitro,450
7603,UND,Mililitro,400
8511,FCO,Mililitro,500
25705,UND,Mililitro,800
25706,UND,Mililitro,800
26181,OFE,Mililitro,1600
7132,UND,Mililitro,900
13760,OFE,Mililitro,1300
7631,OFE,Mililitro,1300
5652,UND,Mililitro,900
11656,UND,Mililitro,500
17074,FCO,Mililitro,750
10935,UND,Mililitro,1000
26058,UND,Mililitro,500
5636,UND,Mililitro,400
5637,UND,Mililitro,800
10664,CJA,Gramo,160
24214,UND,Gramo,400
20539,POT,Gramo,460
20032,UND,Gramo,60
7628,SBS,Gramo,7
17094,UND,Gramo,500
2869,POT,Gramo,100
2870,POT,Gramo,50
26444,UND,Gramo,20
26656,6UN,Mililitro,6
19251,UND,Gramo,3
6878,CJA,Gramo,6
8458,UND,Gramo,60
8001,CJA,Gramo,450
18527,UND,Gramo,360
21732,UND,Gramo,150
23264,UND,Gramo,300
2167,UND,Gramo,320
2168,UND,Gramo,240
2130,UND,Gramo,410
21004,PAQ,Gramo,500
2172,UND,Gramo,460
9868,UND,Mililitro,250
1280,CJA,Gramo,60
18931,OFE,Mililitro,420
3862,FCO,Mililitro,200
6896,CJA,Gramo,80
6303,CJA,Gramo,80
12627,BSA,Gramo,500
8278,UND,Gramo,500
21566,BSA,Gramo,500
6948,CJA,Gramo,8
5928,CJA,Gramo,16
6709,FCO,Mililitro,30
3644,FCO,Mililitro,120
12508,UND,Gramo,306
5873,FCO,Gramo,500
7633,FCO,Gramo,500
7493,FCO,Mililitro,5
4345,UND,Gramo,320
18928,FCO,Mililitro,3000
20606,BOT,Mililitro,500
20647,FCO,Mililitro,1000
23932,FCO,Mililitro,500
18608,FCO,Mililitro,3750
18622,FCO,Mililitro,4000
14884,FCO,Mililitro,500
19754,FCO,Mililitro,3000
3439,UND,Mililitro,500
11011,FCO,Mililitro,500
22839,FCO,Mililitro,3000
19039,FCO,Mililitro,3000
23212,FCO,Mililitro,1000
19036,FCO,Mililitro,500
19631,FCO,Mililitro,750
18799,FCO,Mililitro,3000
18801,FCO,Mililitro,500
18800,FCO,Mililitro,500
3548,UND,Mililitro,250
3547,UND,Mililitro,500
4010,UND,Mililitro,500
26697,FCO,Mililitro,1000
21834,FCO,Mililitro,3000
6391,FCO,Mililitro,3000
16111,BOT,Mililitro,750
4399,BOT,Mililitro,750
22148,BOT,Mililitro,1000
3622,BOT,Mililitro,2000
14114,BOT,Mililitro,750
12969,BOT,Mililitro,750
10090,BOT,Mililitro,750
20153,BOT,Mililitro,750
5525,BOT,Mililitro,750
5526,BOT,Mililitro,750
3495,BOT,Mililitro,750
11229,UND,Mililitro,750
16876,BOT,Mililitro,750
22169,FCO,Mililitro,750
22187,BOT,Mililitro,750
22186,BOT,Mililitro,750
7512,BOT,Mililitro,750
16868,FCO,Mililitro,750
18103,FCO,Mililitro,750
16869,FCO,Mililitro,750
3683,BOT,Mililitro,750
26894,BOT,Mililitro,750
21956,FCO,Mililitro,750
24318,FCO,Mililitro,750
18318,UND,Mililitro,750
16819,FCO,Mililitro,375
6452,BOT,Mililitro,750
3684,UND,Mililitro,1000
22146,BOT,Mililitro,750
22147,BOT,Mililitro,750
24453,BOT,Mililitro,750
20985,FCO,Mililitro,750
20152,BOT,Mililitro,750
16870,FCO,Mililitro,750
17059,BOT,Mililitro,750
16966,BOT,Mililitro,750
20980,FCO,Mililitro,750
21207,BOT,Mililitro,187
21098,FCO,Mililitro,750
18315,BOT,Mililitro,750
18473,FCO,Mililitro,750
19060,BOT,Mililitro,750
20981,FCO,Mililitro,750
20982,FCO,Mililitro,750
18317,BOT,Mililitro,750
18316,BOT,Mililitro,750
24317,EST,Mililitro,750
22077,FCO,Mililitro,750
19552,BOT,Mililitro,750
10089,BOT,Mililitro,7500
5094,BOT,Mililitro,750
3577,BOT,Mililitro,750
3578,BOT,Mililitro,750
3579,BOT,Mililitro,750
3581,BOT,Mililitro,750
3580,BOT,Mililitro,750
6063,BOT,Mililitro,750
14095,BOT,Mililitro,750
6062,BOT,Mililitro,750
22975,UND,Mililitro,250
21851,FCO,Mililitro,750
26896,BOT,Mililitro,200
22910,FCO,Mililitro,750
21009,FCO,Mililitro,750
25105,FCO,Mililitro,750
21099,FCO,Mililitro,750
17322,FCO,Mililitro,750
17321,FCO,Mililitro,750
4659,BOT,Mililitro,750
17985,FCO,Mililitro,750
26790,BOT,Mililitro,750
3685,BOT,Mililitro,1500
25493,FCO,Mililitro,5000
3686,BOT,Mililitro,750
21227,FCO,Mililitro,375
22219,FCO,Mililitro,750
20983,FCO,Mililitro,750
4625,BOT,Mililitro,750
4838,BOT,Mililitro,750
9856,BOT,Mililitro,750
6392,BOT,Mililitro,750
2392,BOT,Mililitro,750
4194,BOT,Mililitro,750
4695,BOT,Mililitro,750
6580,BOT,Mililitro,750
24072,BOT,Gramo,750
24073,BOT,Gramo,750
24599,BOT,Mililitro,750
7612,BOT,Mililitro,750
7394,BOT,Mililitro,750
4060,BOT,Mililitro,750
12815,BOT,Mililitro,750
5620,BOT,Mililitro,750
11281,FCO,Mililitro,750
10866,BOT,Mililitro,750
11230,FCO,Mililitro,750
15014,BOT,Mililitro,750
18451,UND,Mililitro,1000
20984,FCO,Mililitro,750
22267,BOT,Mililitro,750
15174,UND,Mililitro,1000
15175,UND,Mililitro,1000
20149,BOT,Mililitro,1000
3582,BOT,Mililitro,2000
18299,BOT,Mililitro,2000
22241,BOT,Mililitro,750
5618,BOT,Mililitro,750
5617,BOT,Mililitro,750
18306,BOT,Mililitro,750
