REF,UNIDAD,MEDIDA,CANTIDAD
6772,FCO,Mililitro,5
9366,BAN,Gramo,500
27459,UND,Gramo,184
26776,FCO,Mililitro,150
19311,UND,Gramo,30
5878,UND,Mililitro,50
6671,UND,Gramo,200
5427,UND,Gramo,100
3300,TBO,Gramo,100
26923,UND,Gramo,190
7227,CJA,Gramo,30
7264,UND,Gramo,50
7532,UND,Mililitro,100
3662,FCO,Mililitro,100
11688,FCO,Mililitro,100
2512,UND,Mililitro,150
4972,FCO,Mililitro,200
3663,FCO,Mililitro,200
3661,FCO,Mililitro,250
11604,UND,Mililitro,30
6517,UND,Mililitro,50
9751,TBO,Mililitro,20
8047,CJA,Mililitro,30
10070,TBO,Mililitro,60
14286,FCO,Mililitro,100
6892,FCO,Mililitro,120
6893,SBS,Gramo,292
6994,FCO,Mililitro,120
5933,TBO,Gramo,15
6397,TBO,Gramo,30
7529,FCO,Mililitro,150
7619,OFE,Mililitro,50
7620,OFE,Mililitro,150
7622,FCO,Mililitro,150
8628,FCO,Mililitro,50
7525,FCO,Mililitro,150
11790,OFE,Mililitro,300
7621,OFE,Mililitro,150
7527,FCO,Mililitro,150
7923,BAR,Gramo,45
11274,OFE,Mililitro,90
7922,BAR,Gramo,45
7526,UND,Gramo,45
11268,OFE,Mililitro,100
11267,OFE,Mililitro,100
7920,FCO,Mililitro,50
7623,FCO,Mililitro,50
7921,BAR,Gramo,51
11265,OFE,Mililitro,102
11266,OFE,Mililitro,102
7528,UND,Gramo,51
11272,OFE,Mililitro,90
11273,OFE,Mililitro,102
17862,UND,Mililitro,120
4829,FCO,Mililitro,65
3057,OFE,Gramo,65
5531,OFE,Gramo,70
14004,OFE,Mililitro,270
4560,OFE,Gramo,135
16394,OFE,Mililitro,135
20486,OFE,Gramo,135
11250,OFE,Mililitro,330
12226,UND,Mililitro,350
16438,OFE,Mililitro,290
16008,OFE,Mililitro,350
11096,OFE,Mililitro,175
26886,OFE,Gramo,100
11512,OFE,Mililitro,100
15054,OFE,Mililitro,130
3058,POT,Gramo,100
10171,OFE,Gramo,100
3059,POT,Gramo,135
6008,POT,Gramo,175
8666,OFE,Gramo,30
6006,FCO,Mililitro,30
10530,POT,Gramo,40
5839,OFE,Mililitro,120
13827,OFE,Mililitro,130
5237,UND,Gramo,140
13199,UND,Gramo,70
16426,OFE,Mililitro,160
7305,OFE,Mililitro,170
3060,OFE,Mililitro,115
6007,FCO,Mililitro,70
5938,POT,Gramo,190
4511,BAR,Mililitro,160
9787,FCO,Mililitro,160
14415,FCO,Mililitro,150
14483,FCO,Mililitro,150
14506,FCO,Mililitro,150
15306,OFE,Mililitro,300
14474,FCO,Mililitro,150
7581,FCO,Mililitro,152
14505,FCO,Mililitro,150
9873,FCO,Mililitro,152
15525,FCO,Mililitro,152
10720,FCO,Mililitro,152
14871,OFE,Mililitro,312
4425,FCO,Mililitro,160
12343,FCO,Mililitro,152
6621,FCO,Mililitro,152
13587,FCO,Mililitro,152
6819,FCO,Mililitro,152
11630,FCO,Mililitro,152
13223,FCO,Mililitro,152
7215,FCO,Mililitro,152
15526,FCO,Mililitro,152
15635,OFE,Mililitro,304
11631,FCO,Mililitro,152
14501,OFE,Mililitro,302
6966,FCO,Mililitro,152
6967,FCO,Mililitro,152
7756,OFE,Mililitro,304
10721,FCO,Mililitro,160
10621,FCO,Gramo,160
12342,FCO,Gramo,160
5143,FCO,Mililitro,160
8356,OFE,Mililitro,320
10367,OFE,Mililitro,160
13588,FCO,Mililitro,160
6750,FCO,Mililitro,160
11628,FCO,Mililitro,160
7542,FCO,Mililitro,160
5707,UND,Mililitro,160
11629,FCO,Mililitro,160
16508,UND,Mililitro,50
10368,OFE,Gramo,50
6686,UND,Gramo,50
11866,OFE,Gramo,100
10722,UND,Gramo,50
12344,UND,Gramo,50
8354,OFE,Gramo,100
7635,BAR,Gramo,50
6748,UND,Mililitro,50
6099,BAR,Gramo,50
15955,UND,Gramo,50
6557,UND,Mililitro,50
6749,UND,Mililitro,50
12345,FCO,Mililitro,100
10624,OFE,Gramo,50
10726,FCO,Gramo,50
19981,FCO,Gramo,200
19982,FCO,Gramo,200
26574,UND,Mililitro,200
26573,UND,Mililitro,200
19979,UND,Gramo,50
18787,UND,Mililitro,50
19980,FCO,Gramo,50
20331,FCO,Mililitro,70
20332,FCO,Mililitro,70
20334,FCO,Mililitro,70
18980,FCO,Mililitro,75
18981,FCO,Mililitro,75
17234,OFE,Gramo,200
8187,UND,Mililitro,100
15122,OFE,Mililitro,320
14564,OFE,Mililitro,100
13512,FCO,Mililitro,160
5992,UND,Gramo,100
8499,OFE,Gramo,100
6682,OFE,Gramo,100
7977,OFE,Gramo,200
13691,UND,Mililitro,200
8498,OFE,Gramo,100
7978,OFE,Gramo,100
11390,OFE,Gramo,100
13690,UND,Gramo,113
11832,SBS,Gramo,11
11833,SBS,Gramo,12
5981,SBS,Mililitro,2
8303,SBS,Gramo,12
2188,SBS,Gramo,12
511,SBS,Gramo,12
11335,POT,Gramo,132
11409,POT,Mililitro,132
8556,OFE,Gramo,264
3415,OFE,Gramo,132
15495,FCO,Mililitro,160
14496,OFE,Mililitro,320
15103,OFE,Mililitro,320
15192,FCO,Mililitro,160
17839,OFE,Mililitro,320
11455,OFE,Mililitro,175
7206,OFE,Mililitro,175
5140,UND,Mililitro,200
6060,OFE,Mililitro,175
7207,OFE,Mililitro,175
5484,UND,Mililitro,150
13511,FCO,Mililitro,175
5994,UND,Mililitro,175
6127,OFE,Mililitro,175
8244,OFE,Mililitro,175
5950,FCO,Mililitro,175
7638,FCO,Mililitro,175
10399,OFE,Mililitro,350
7208,OFE,Mililitro,175
2671,UND,Mililitro,200
7209,OFE,Mililitro,175
11450,OFE,Mililitro,175
11451,OFE,Mililitro,175
11452,OFE,Mililitro,175
6061,OFE,Mililitro,175
11449,OFE,Mililitro,175
11454,OFE,Mililitro,175
9587,FCO,Mililitro,175
14451,UND,Mililitro,25
14450,UND,Mililitro,25
11970,FCO,Mililitro,25
17961,UND,Gramo,35
11972,UND,Gramo,40
14374,UND,Mililitro,40
7510,UND,Gramo,45
6128,OFE,Gramo,45
5991,BAR,Gramo,45
5929,UND,Gramo,45
2791,UND,Gramo,45
8298,UND,Gramo,50
6077,OFE,Gramo,50
8299,UND,Gramo,45
7285,UND,Gramo,50
11462,OFE,Gramo,50
27390,UND,Gramo,50
24153,UND,Gramo,50
19577,OFE,Gramo,100
19576,OFE,Gramo,100
15434,UND,Mililitro,50
8096,FCO,Mililitro,50
8095,FCO,Mililitro,50
15496,UND,Mililitro,50
16631,OFE,Mililitro,100
7686,OFE,Mililitro,100
2793,OFE,Mililitro,50
7687,OFE,Mililitro,100
11974,UND,Mililitro,50
11973,FCO,Mililitro,50
15433,UND,Mililitro,50
14017,OFE,Mililitro,100
10384,FCO,Mililitro,50
7380,OFE,Mililitro,50
7381,OFE,Mililitro,50
8423,OFE,Mililitro,50
16632,OFE,Mililitro,100
5949,FCO,Mililitro,50
11456,OFE,Gramo,50
11457,OFE,Mililitro,50
11460,OFE,Mililitro,50
11458,OFE,Mililitro,50
11461,OFE,Mililitro,50
11459,OFE,Mililitro,50
5948,UND,Gramo,50
3920,FCO,Mililitro,58
2792,FCO,Mililitro,121
4376,BAR,Mililitro,135
7243,OFE,Gramo,50
10262,UND,Gramo,55
4478,POT,Gramo,58
4635,POT,Gramo,58
7685,OFE,Mililitro,116
7983,OFE,Gramo,58
7412,OFE,Gramo,75
7413,OFE,Gramo,75
13741,UND,Gramo,73
7414,OFE,Gramo,75
7415,OFE,Gramo,75
4489,FCO,Gramo,80
5993,UND,Gramo,80
7988,UND,Gramo,80
4114,OFE,Mililitro,65
27320,OFE,Mililitro,260
26891,OFE,Mililitro,260
27281,OFE,Mililitro,260
27321,OFE,Mililitro,310
27282,OFE,Mililitro,260
6581,UND,Mililitro,50
8623,UND,Mililitro,100
11865,OFE,Mililitro,200
6579,FCO,Mililitro,100
6752,FCO,Mililitro,100
4422,FCO,Mililitro,100
7466,OFE,Mililitro,100
11399,UND,Gramo,100
19768,OFE,Gramo,220
11013,FCO,Mililitro,150
13541,FCO,Mililitro,150
11693,FCO,Gramo,150
8359,OFE,Mililitro,338
7091,FCO,Mililitro,169
11694,UND,Gramo,50
6575,BAR,Mililitro,50
8510,UND,Gramo,50
11012,POT,Gramo,50
13479,FCO,Mililitro,50
5795,BAR,Gramo,50
13478,FCO,Mililitro,50
2950,BAR,Gramo,50
7378,OFE,Gramo,50
11400,UND,Gramo,50
11867,OFE,Gramo,100
19429,UND,Gramo,50
7051,FCO,Gramo,50
13205,FCO,Mililitro,50
7857,OFE,Mililitro,100
10441,OFE,Gramo,100
6361,UND,Gramo,50
6583,UND,Mililitro,50
6731,UND,Gramo,50
6360,UND,Mililitro,50
11401,UND,Gramo,50
19430,UND,Mililitro,50
8427,UND,Mililitro,50
3062,POT,Gramo,135
3954,OFE,Gramo,135
6028,FCO,Mililitro,165
11575,OFE,Mililitro,350
15486,FCO,Mililitro,175
3900,OFE,Gramo,30
6026,UND,Mililitro,100
3063,FCO,Gramo,60
18178,OFE,Gramo,120
6027,FCO,Mililitro,70
5209,OFE,Mililitro,140
23257,2UN,Mililitro,140
5937,UND,Mililitro,190
2234,OFE,Gramo,50
5030,OFE,Gramo,50
8171,OFE,Mililitro,100
2235,OFE,Mililitro,50
8172,OFE,Mililitro,100
5031,OFE,Gramo,50
8174,OFE,Mililitro,100
8175,OFE,Mililitro,100
2236,OFE,Mililitro,50
8173,OFE,Mililitro,100
5967,BAR,Gramo,50
5528,UND,Gramo,57
17374,FCO,Mililitro,82
5968,BAR,Gramo,82
5969,BAR,Gramo,82
6102,BAR,Gramo,113
3922,BAR,Gramo,85
5444,UND,Gramo,82
5941,FCO,Mililitro,150
11321,OFE,Mililitro,300
5914,UND,Mililitro,150
6149,UND,Mililitro,150
9796,FCO,Mililitro,150
19184,FCO,Mililitro,45
3414,UND,Mililitro,45
7933,BAR,Gramo,48
11028,BAR,Gramo,48
7928,BAR,Gramo,50
17491,UND,Mililitro,50
3413,UND,Mililitro,57
17711,UND,Mililitro,60
17380,FCO,Mililitro,93
22001,OFE,Mililitro,164
13419,FCO,Mililitro,93
3065,FCO,Mililitro,50
2592,FCO,Mililitro,30
2591,TBO,Mililitro,50
6973,POT,Gramo,100
8530,OFE,Gramo,100
15456,FCO,Gramo,100
6501,UND,Mililitro,100
6423,FCO,Mililitro,100
7004,UND,Mililitro,100
13239,FCO,Mililitro,100
5915,UND,Mililitro,100
8251,OFE,Mililitro,100
15972,OFE,Mililitro,200
7283,OFE,Gramo,100
6364,FCO,Mililitro,165
6522,FCO,Mililitro,100
13625,FCO,Mililitro,100
2669,UND,Mililitro,260
8040,FCO,Mililitro,100
5494,FCO,Mililitro,100
5600,SBS,Gramo,10
5586,SBS,Gramo,10
20099,SBS,Gramo,13
17439,FCO,Mililitro,150
16035,FCO,Mililitro,150
6514,FCO,Mililitro,150
12087,FCO,Mililitro,150
18254,UND,Gramo,20
9415,POT,Gramo,20
6497,FCO,Mililitro,35
13385,FCO,Gramo,40
15658,OFE,Mililitro,90
5523,UND,Gramo,45
5127,BAR,Gramo,45
15442,UND,Mililitro,45
15443,UND,Mililitro,45
3077,BAR,Gramo,45
13624,UND,Mililitro,45
2666,OFE,Gramo,45
2661,BAR,Gramo,65
2662,BAR,Gramo,45
4111,BAR,Gramo,45
5126,BAR,Gramo,45
8622,BAR,Gramo,45
9925,OFE,Mililitro,45
6653,OFE,Gramo,90
10035,BAR,Gramo,45
15454,UND,Gramo,45
3921,BAR,Gramo,45
5576,UND,Gramo,45
2185,BAR,Gramo,45
8039,BAR,Gramo,45
2663,BAR,Gramo,45
15365,UND,Mililitro,50
4125,FCO,Mililitro,50
5524,UND,Mililitro,50
5577,UND,Gramo,45
7618,UND,Mililitro,50
16034,FCO,Mililitro,50
7284,OFE,Gramo,50
9732,FCO,Mililitro,50
4819,UND,Mililitro,50
6638,OFE,Mililitro,100
14928,FCO,Mililitro,50
2664,BAR,Mililitro,50
3064,FCO,Mililitro,50
8135,UND,Mililitro,50
6039,OFE,Gramo,50
10995,UND,Mililitro,50
26327,UND,Gramo,55
10461,FCO,Mililitro,60
14825,BAR,Gramo,45
13240,FCO,Mililitro,60
2660,BAR,Gramo,65
16036,FCO,Mililitro,150
18094,FCO,Mililitro,91
10954,FCO,Mililitro,150
19931,FCO,Mililitro,150
10190,FCO,Mililitro,150
26301,UND,Gramo,50
8471,OFE,Mililitro,100
7341,UND,Mililitro,50
8489,UND,Mililitro,50
9287,UND,Mililitro,50
15207,FCO,Mililitro,150
9906,UND,Mililitro,100
17392,OFE,Mililitro,300
18460,OFE,Mililitro,300
13568,OFE,Mililitro,300
17510,OFE,Mililitro,300
11287,OFE,Mililitro,400
15960,OFE,Mililitro,300
8073,FCO,Mililitro,150
5875,UND,Mililitro,50
7719,UND,Mililitro,150
24844,OFE,Mililitro,150
10609,UND,Gramo,40
9907,UND,Mililitro,40
15970,BAR,Mililitro,43
14069,BAR,Mililitro,43
15617,BAR,Gramo,43
24102,OFE,Gramo,50
20449,FCO,Gramo,50
6670,UND,Mililitro,50
10901,UND,Mililitro,100
19927,OFE,Mililitro,50
8071,OFE,Mililitro,50
14767,UND,Mililitro,100
10189,UND,Gramo,50
11789,OFE,Mililitro,100
1983,OFE,Gramo,50
1982,OFE,Gramo,50
11788,OFE,Mililitro,100
7467,OFE,Mililitro,50
7509,UND,Mililitro,50
11787,OFE,Mililitro,100
8072,OFE,Mililitro,50
26606,CJA,Gramo,162
26627,SBS,Mililitro,9
26582,SBS,Gramo,162
2936,OFE,Gramo,65
4928,OFE,Gramo,65
2932,OFE,Gramo,65
2933,OFE,Gramo,65
2934,OFE,Gramo,65
2935,OFE,Gramo,65
2937,OFE,Gramo,65
9500,FCO,Mililitro,65
13472,FCO,Mililitro,107
18988,BAR,Mililitro,50
26908,FCO,Gramo,50
13573,FCO,Mililitro,93
13475,FCO,Mililitro,150
17945,OFE,Mililitro,300
13474,FCO,Mililitro,150
13473,FCO,Mililitro,107
17372,UND,Gramo,48
17379,UND,Gramo,50
13476,UND,Gramo,50
14038,OFE,Mililitro,93
15631,FCO,Mililitro,93
10321,UND,Mililitro,50
18161,FCO,Mililitro,150
17855,FCO,Mililitro,150
17858,FCO,Mililitro,150
5256,UND,Mililitro,175
3278,BAR,Gramo,50
4630,FCO,Mililitro,102
7806,OFE,Mililitro,210
18181,FCO,Mililitro,105
7696,FCO,Mililitro,105
7580,FCO,Mililitro,177
3934,FCO,Mililitro,105
8190,FCO,Mililitro,105
6938,FCO,Mililitro,105
6844,UND,Mililitro,108
4850,FCO,Mililitro,108
7495,FCO,Mililitro,108
14462,BAR,Gramo,125
15304,OFE,Mililitro,282
17355,FCO,Mililitro,150
13378,FCO,Mililitro,150
7155,FCO,Mililitro,160
7154,FCO,Mililitro,160
4137,FCO,Mililitro,175
3276,FCO,Mililitro,175
4789,OFE,Mililitro,350
6474,FCO,Mililitro,175
3280,FCO,Mililitro,175
3279,FCO,Mililitro,175
11794,OFE,Mililitro,350
11727,OFE,Gramo,350
10724,FCO,Gramo,175
6473,FCO,Mililitro,175
4544,FCO,Mililitro,175
4606,FCO,Mililitro,175
11755,OFE,Gramo,350
8357,OFE,Mililitro,350
9840,FCO,Mililitro,175
5807,UND,Mililitro,175
25602,UND,Gramo,30
8093,UND,Gramo,30
8052,UND,Gramo,30
10899,UND,Gramo,30
20289,UND,Gramo,35
26044,2UN,Mililitro,90
5128,BAR,Gramo,45
6996,UND,Gramo,48
11726,OFE,Gramo,96
4629,OFE,Gramo,53
8470,UND,Gramo,48
11157,UND,Gramo,48
6995,UND,Gramo,48
4631,UND,Gramo,50
6476,BAR,Mililitro,50
3984,BAR,Gramo,50
7138,OFE,Mililitro,100
7139,OFE,Mililitro,100
3277,BAR,Gramo,50
11864,OFE,Mililitro,175
10723,UND,Gramo,50
26297,OFE,Gramo,100
6098,UND,Gramo,50
8051,BAR,Gramo,50
9841,BAR,Mililitro,120
6475,BAR,Mililitro,50
7634,BAR,Gramo,50
8355,OFE,Gramo,100
5255,UND,Gramo,50
6349,UND,Gramo,50
11706,BAR,Mililitro,50
6837,BAR,Mililitro,50
5808,BAR,Gramo,50
7773,OFE,Mililitro,100
14461,FCO,Mililitro,50
17971,OFE,Mililitro,100
6097,UND,Mililitro,50
6478,UND,Mililitro,50
7755,OFE,Mililitro,100
7757,OFE,Mililitro,100
6477,UND,Mililitro,50
8328,UND,Gramo,50
7213,OFE,Mililitro,50
10245,FCO,Mililitro,50
9842,UND,Mililitro,50
5809,FCO,Gramo,50
3282,FCO,Gramo,53
10725,FCO,Gramo,50
7252,UND,Mililitro,50
5055,UND,Gramo,53
3281,FCO,Gramo,53
5100,OFE,Gramo,106
8360,FCO,Mililitro,53
5254,UND,Mililitro,55
26773,UND,Gramo,60
26774,UND,Gramo,60
19860,UND,Gramo,60
19474,FCO,Gramo,60
17138,OFE,Mililitro,180
16520,OFE,Mililitro,180
20359,OFE,Gramo,90
19937,OFE,Mililitro,174
5715,OFE,Gramo,50
10040,FCO,Mililitro,100
6639,OFE,Mililitro,200
9780,OFE,Mililitro,200
8048,OFE,Gramo,100
12133,FCO,Mililitro,100
9915,FCO,Mililitro,100
10890,OFE,Gramo,160
13627,FCO,Mililitro,100
4809,UND,Gramo,105
4810,UND,Gramo,105
5101,SBS,Gramo,12
17440,FCO,Mililitro,150
6870,UND,Mililitro,150
17351,FCO,Mililitro,150
5689,UND,Mililitro,175
6975,FCO,Mililitro,20
9416,UND,Mililitro,20
15038,UND,Mililitro,30
6498,FCO,Mililitro,35
11802,FCO,Mililitro,40
6712,UND,Gramo,50
7956,UND,Gramo,50
5746,UND,Gramo,50
8063,OFE,Gramo,50
6974,UND,Gramo,50
2665,OFE,Gramo,50
2667,BAR,Gramo,50
15366,UND,Mililitro,50
13626,UND,Mililitro,50
4831,UND,Mililitro,50
6652,OFE,Gramo,100
12277,UND,Gramo,50
9784,OFE,Gramo,100
9783,UND,Mililitro,50
10038,BAR,Gramo,50
6869,UND,Mililitro,50
4851,UND,Mililitro,50
5747,UND,Mililitro,50
15225,UND,Mililitro,50
7899,FCO,Gramo,100
4799,UND,Gramo,85
4800,UND,Gramo,85
12134,UND,Mililitro,85
6463,UND,Gramo,85
8064,OFE,Gramo,85
7957,UND,Gramo,85
5690,UND,Gramo,85
10039,UND,Gramo,85
23701,SBS,Gramo,9
14108,OFE,Gramo,200
8021,FCO,Mililitro,24
6270,FCO,Gramo,53
3252,BAR,Gramo,50
6272,FCO,Gramo,53
14109,OFE,Gramo,200
15354,UND,Mililitro,113
5445,UND,Gramo,120
3249,TBO,Gramo,12
13921,FCO,Mililitro,165
13923,FCO,Mililitro,165
15484,FCO,Mililitro,165
15485,FCO,Mililitro,165
8020,FCO,Mililitro,24
3246,TBO,Gramo,25
8306,OFE,Gramo,32
3247,OFE,Gramo,32
8305,OFE,Gramo,32
14107,UND,Mililitro,45
3253,BAR,Gramo,45
15482,BAR,Gramo,48
4956,OFE,Gramo,50
3251,TBO,Gramo,50
3255,TBO,Gramo,5295
6271,FCO,Gramo,53
6276,FCO,Gramo,53
19256,OFE,Gramo,53
6273,FCO,Gramo,53
14110,FCO,Mililitro,53
19257,OFE,Gramo,53
6275,FCO,Gramo,53
6269,FCO,Gramo,53
14111,UND,Mililitro,53
6274,FCO,Gramo,53
15483,UND,Mililitro,53
10155,OFE,Mililitro,106
3254,OFE,Gramo,60
3248,TBO,Gramo,60
6333,TBO,Gramo,85
8088,UND,Gramo,85
3256,TBO,Gramo,85
7898,FCO,Mililitro,60
7235,FCO,Mililitro,120
3386,FCO,Mililitro,120
3387,FCO,Mililitro,60
5935,FCO,Mililitro,30
10654,FCO,Mililitro,120
8311,FCO,Mililitro,15
3388,FCO,Mililitro,15
26542,UND,Mililitro,1000
26548,UND,Mililitro,500
5845,UND,Mililitro,1500
27423,UND,Mililitro,500
6745,FCO,Mililitro,200
25694,UND,Mililitro,500
21126,FCO,Mililitro,300
22193,FCO,Mililitro,500
22194,FCO,Mililitro,500
25107,FCO,Mililitro,2000
25106,FCO,Mililitro,2000
22870,UND,Mililitro,500
22869,FCO,Mililitro,650
21020,FCO,Mililitro,400
24447,FCO,Mililitro,400
10204,UND,Mililitro,60
9865,FCO,Mililitro,60
4550,FCO,Mililitro,60
7759,FCO,Mililitro,60
1163,CJA,Mililitro,60
8256,CJA,Gramo,5
7930,FCO,Gramo,200
7375,FCO,Mililitro,450
7417,FCO,Mililitro,450
7377,FCO,Mililitro,980
7376,FCO,Mililitro,980
17886,OFE,Mililitro,3000
18138,UND,Mililitro,400
20762,UND,Mililitro,1500
5844,BOT,Mililitro,1800
17856,UND,Gramo,150
19849,OFE,Gramo,300
7392,UND,Gramo,150
7562,FCO,Mililitro,210
8215,OFE,Mililitro,420
5241,UND,Mililitro,230
16914,UND,Mililitro,450
5624,UND,Mililitro,500
2721,UND,Mililitro,500
20447,UND,Mililitro,500
5847,OFE,Mililitro,1400
7123,OFE,Mililitro,1445
9157,FCO,Mililitro,950
7591,FCO,Mililitro,500
289,FCO,Mililitro,500
17699,UND,Gramo,1000
24706,UND,Gramo,1000
24707,UND,Gramo,3000
27399,BSA,Gramo,1000
26075,UND,Mililitro,1000
26538,BSA,Gramo,2000
18457,UND,Gramo,3000
12078,UND,Gramo,1650
7140,UND,Mililitro,1000
11916,PAQ,Gramo,2350
8466,BSA,Gramo,3000
8412,BSA,Gramo,450
7228,BSA,Mililitro,500
10148,UND,Gramo,850
7496,FCO,Mililitro,1000
18202,OFE,Gramo,1900
8170,UND,Gramo,900
5463,UND,Gramo,1000
5492,UND,Gramo,3000
13084,UND,Gramo,4500
5462,UND,Gramo,500
8169,UND,Gramo,900
8264,UND,Gramo,1900
25311,BSA,Gramo,3000
18976,BSA,Gramo,3900
24966,OFE,Gramo,4800
25015,OFE,Gramo,4800
20065,BSA,Gramo,3000
13124,BSA,Gramo,2200
6033,UND,Gramo,1000
6034,UND,Gramo,3000
6032,UND,Gramo,450
20064,BSA,Gramo,3900
24922,OFE,Gramo,4800
13218,UND,Mililitro,450
6798,UND,Mililitro,400
3078,UND,Gramo,1000
9665,UND,Gramo,450
9664,BSA,Gramo,900
12136,FCO,Mililitro,2000
6448,UND,Gramo,800
6380,UND,Gramo,1000
6449,UND,Gramo,500
12080,UND,Gramo,1650
8408,UND,Gramo,1000
3081,UND,Gramo,250
3080,UND,Gramo,500
3079,UND,Gramo,4000
11889,BSA,Gramo,1500
14392,UND,Gramo,800
26267,UND,Gramo,2500
14390,UND,Gramo,2000
26658,UND,Gramo,3500
9950,UND,Gramo,3000
13228,BSA,Gramo,4000
15674,UND,Gramo,5
22275,PAQ,Gramo,1000
20477,PAQ,Gramo,2000
24266,PAQ,Gramo,450
20478,PAQ,Gramo,4000
12081,UND,Gramo,2350
4908,UND,Gramo,900
2726,UND,Gramo,1500
6100,UND,Gramo,1000
7936,OFE,Mililitro,2250
6904,UND,Gramo,3000
2725,UND,Gramo,500
2727,UND,Gramo,250
25689,PAQ,Gramo,4000
17889,UND,Gramo,1000
18565,UND,Gramo,2000
20096,BSA,Gramo,500
21919,PAQ,Gramo,1000
25148,OFE,Mililitro,3800
19870,BSA,Gramo,3000
21918,PAQ,Mililitro,4000
23038,BSA,Gramo,6000
2729,UND,Gramo,1000
2728,UND,Gramo,250
25403,UND,Gramo,2000
5294,UND,Gramo,3000
2730,UND,Gramo,500
21947,PAQ,Gramo,2000
12063,UND,Gramo,900
16564,UND,Mililitro,275
17494,UND,Mililitro,3000
17284,UND,Mililitro,900
11696,FCO,Mililitro,900
4458,BSA,Gramo,500
4459,BSA,Gramo,1000
4360,BSA,Gramo,1000
4460,BSA,Gramo,1000
4567,PAQ,Gramo,3000
4874,BSA,Gramo,3000
2740,UND,Mililitro,8000
25819,BSA,Gramo,450
26431,BSA,Gramo,1100
8208,UND,Gramo,1900
6640,BSA,Gramo,900
6641,BSA,Gramo,2850
25573,BSA,Gramo,450
26424,BSA,Gramo,550
19514,BSA,Gramo,950
17982,UND,Gramo,1800
23146,UND,Gramo,3500
25936,UND,Gramo,3000
24226,UND,Gramo,5000
8965,UND,Gramo,800
11145,BSA,Gramo,2500
19575,BSA,Gramo,2800
15040,UND,Gramo,2000
2674,UND,Gramo,3000
7840,UND,Gramo,450
14476,UND,Gramo,4000
4548,OFE,Gramo,500
2672,UND,Gramo,800
11212,OFE,Gramo,1800
20098,OFE,Mililitro,1800
16506,OFE,Mililitro,3300
15733,OFE,Mililitro,4800
16834,OFE,Mililitro,3000
14418,UND,Mililitro,900
12911,BSA,Gramo,2250
15179,UND,Gramo,2000
15464,PAQ,Gramo,1800
14669,UND,Mililitro,1800
13618,PAQ,Gramo,900
5130,OFE,Gramo,1250
5159,OFE,Gramo,3500
2673,UND,Gramo,500
2670,UND,Gramo,1000
4546,OFE,Gramo,500
5585,UND,Gramo,900
7281,OFE,Mililitro,900
26737,UND,Mililitro,1300
27400,OFE,Mililitro,1800
27401,UND,Gramo,3500
26738,UND,Mililitro,300
27247,UND,Gramo,4000
26709,UND,Gramo,5000
26736,UND,Gramo,800
17678,OFE,Mililitro,4000
20219,OFE,Gramo,4000
2675,UND,Gramo,1000
4815,OFE,Gramo,1000
14983,PAQ,Gramo,2000
5158,OFE,Gramo,3300
2676,UND,Gramo,3000
11146,UND,Gramo,450
14984,PAQ,Gramo,4000
2677,UND,Gramo,500
15734,OFE,Mililitro,4800
13277,UND,Gramo,3000
12235,FCO,Mililitro,1900
19856,FCO,Mililitro,200
26167,UND,Mililitro,1800
23101,UND,Mililitro,1800
25598,UND,Mililitro,900
19988,BSA,Mililitro,1200
23636,FCO,Mililitro,1800
24248,BSA,Mililitro,900
20707,BSA,Mililitro,1200
24247,BSA,Mililitro,900
15474,FCO,Mililitro,1000
7094,FCO,Mililitro,1000
17044,OFE,Mililitro,3600
21606,BSA,Mililitro,1800
3678,UND,Mililitro,1000
26595,UND,Mililitro,1800
21105,UND,Mililitro,3800
17162,OFE,Mililitro,1800
19490,BSA,Mililitro,900
15466,BSA,Mililitro,1800
17214,OFE,Mililitro,3600
19717,BSA,Mililitro,900
19718,FCO,Mililitro,900
18356,OFE,Mililitro,900
15290,BSA,Mililitro,18000
26289,UND,Mililitro,1800
26266,UND,Mililitro,1800
17624,OFE,Mililitro,4000
23271,BSA,Mililitro,1000
25147,OFE,Mililitro,1900
23270,OFE,Mililitro,3500
2732,UND,Gramo,2000
17709,FCO,Mililitro,4000
26567,FCO,Mililitro,4000
22136,FCO,Mililitro,4000
24371,FCO,Mililitro,4000
23269,UND,Mililitro,6400
10439,UND,Mililitro,1000
26880,UND,Mililitro,1800
25436,UND,Mililitro,2000
26370,UND,Mililitro,1300
14420,UND,Mililitro,1800
26182,UND,Mililitro,330
26180,UND,Mililitro,330
8465,FCO,Mililitro,1900
13320,FCO,Mililitro,3000
22851,UND,Mililitro,1800
15571,OFE,Mililitro,1800
19801,FCO,Mililitro,1800
19910,FCO,Mililitro,1800
16662,FCO,Mililitro,1000
17710,FCO,Mililitro,2000
17563,FCO,Mililitro,4000
26437,UND,Gramo,1800
14421,UND,Mililitro,1800
17147,OFE,Gramo,1800
15570,OFE,Mililitro,1900
13319,FCO,Mililitro,3000
14419,UND,Mililitro,900
13109,FCO,Mililitro,1000
14477,FCO,Mililitro,2000
15885,FCO,Mililitro,5000
22807,FCO,Mililitro,5000
25421,FCO,Mililitro,2000
21971,FCO,Mililitro,4000
25420,FCO,Mililitro,4000
15342,FCO,Mililitro,1800
12197,FCO,Mililitro,2000
16658,UND,Mililitro,1800
17005,OFE,Mililitro,4000
27508,UND,Mililitro,4000
