"Set DateFormat ymd; Select H.RequisicionId 	,Max(H.ConseRequi) As ConseRequi 	,Max(H.Fecha) As Fecha 	,Max(H.Tipo) As Tipo 	,Max(H.DependenciaId) As DependenciaId 	,Max(D.Nombre) As NombrDepen 	,Max(H.SolicitanteId) As SolicitanteId 	,Max(S.Nombre) As NombrSolic 	,Sum(R.Costo * R.Cantidad) As Costo 	,Sum(R.Cantidad) As Cantidad 	,Sum(R.Recibidos) As Recibidos 	,Sum(R.Aprobados) As Aprobados 	,Cast(0 As Decimal(12, 2)) As PorAprobar 	,Max(Left(Cast(O.Observacion As Varchar(3000)), 250)) As Observacion 	,Max(H.Prioridad) As Prioridad 	,Max(Case Isnull(H.Prioridad,0) 		When 1 Then 'URGENTE' 		When 2 Then 'MEDIO' 		When 3 Then 'NORMAL' 		Else '' 		End) As NombrePrioridad From Requisicion R 	Inner Join HeadRequ H On R.RequisicionId = H.RequisicionId 	Inner Join UsuarioPermisoTabla UD On H.DependenciaId = UD.DependenciaId And UD.UsuarioId = 'ALT0003' And UD.Tipo = 'RA' 	Left Join Dependencia D On H.DependenciaId = D.DependenciaId 	Left Join Observaciones O On H.ConseRequi = O.DocumentoId And O.Tipo = H.Tipo And O.Origen = 'GENERACION' 	Left Join Segur S On H.SolicitanteId = S.UsuarioId Where (H.Estado Is Null Or H.Estado Not In('NU','MO')) 	And (R.NoPendiente Is Null Or R.NoPendiente = 0)  	And (H.Aprobada Is Null Or H.Aprobada <> 'S') Group By H.RequisicionId Order By 2,3";2026-06-22 22:28:24.010;1
"Set DateFormat ymd; 	Select S.UsuarioId 		,S.Nombre 		,S.PerfilId 		,S.AlmacenId 		,A.Nombre As NombreAlmacen 		,S.DependenciaId 		,S.ApruebaPedidos 		,S.RevisaPedidos 		,D.Nombre AS NombrDepen 		,S.ConsultaOtrosAlmacenes 		,S.MostrarPrecio 		,S.MostrarCosto 		,S.VendedorId 		,V.Nombre As NombreVendedor 		,S.AlertaInvima 		,S.AlertaLote 		,S.AlertaStock 		,S.TomaTemperatura 		,S.AlertaTrasladoPendiente 		,S.AlertaProductosPendienteporAprobar 	From Segur S 		Left Join Almacen A On S.AlmacenId = A.AlmacenId 		Left Join Dependencia D On S.DependenciaId = D.DependenciaId 		Left Join Vendedor V On S.VendedorId = V.VendedorId 	Where S.Estado = 'A'  		And S.UsuarioId = 'ALT0003'  		And S.Clave = 'C4CA4238A0B923820DCC509A6F75849B'";2026-06-22 22:28:23.517;1
"Set DateFormat ymd; Select S.UsuarioId From Segur S 	Left Join Almacen A On S.AlmacenId = A.AlmacenId 	Left Join Dependencia D On S.DependenciaId = D.DependenciaId 	Left Join Vendedor V On S.VendedorId = V.VendedorId Where S.Estado = 'A'  	And S.UsuarioId = 'ALT0003' ";2026-06-22 22:28:21.727;1
